Parcours (ID);Parcours (libellé court);Ligne (ID);Ligne (nom court);Point d'arrêt (ID);Point d'arrêt (nom);Ordre;Montée autorisée;Descente autorisée
0446-A-3162-3164;;0446;Ts46;3164;Sorinais;9;true;true
0220-A-4019-2091;;0220;220;4006;Pont d'Ohin;5;true;true
0401-A-2742-2366;;0401;Ts1;2922;Vieux Bourg;8;true;true
0230-B-2366-3801;;0230;230;2367;Anita Conti;2;true;true
0446-B-3148-3162;;0446;Ts46;3164;Sorinais;3;true;true
0220-B-2091-4001;;0220;220;4001;Timonière;3;true;true
0401-A-2742-2366;;0401;Ts1;2366;Aire du 8 Mai;13;true;true
0230-B-2366-3801;;0230;230;4379;Collège Saint-Paul;3;true;true
0446-B-3148-3162;;0446;Ts46;3757;Vezin Centre;7;true;true
0220-B-2091-4001-4020;;0220;220;4009;Pont d'Ohin;5;true;true
0403-A-4364-2366;;0403;Ts3;4375;Pont de l'Ise;2;true;true
0230-B-2366-3801;;0230;230;3218;Groupe Scolaire;4;true;true
0451-A-3826-4381;;0451;Ts51;3804;La Basse Erable;5;true;true
0221-A-3310-2091;;0221;221;3311;Fouillard;2;true;true
0403-A-4364-2366;;0403;Ts3;2772;Cours d'A Haut;13;true;true
0230-B-2366-3801;;0230;230;3807;La Basse Erable;9;true;true
0451-A-3826-4381;;0451;Ts51;3246;Collège Récipon;8;true;true
0221-A-3310-2091;;0221;221;3301;Landelles;7;true;true
0403-B-2366-4367;;0403;Ts3;2366;Aire du 8 Mai;1;true;true
0230-B-2366-3801;;0230;230;3833;Bourgbarré Mairie;11;true;true
0451-B-4381-3823;;0451;Ts51;3830;Pont du Gué;7;true;true
0221-A-3310-2091;;0221;221;2041;Cesson Collège;11;true;true
0403-B-2366-4367;;0403;Ts3;2771;Cours d'A Haut;2;true;true
0231-A-2365-3901;;0231;231;3910;Fontaine Blanche;5;true;true
0452-A-2771-4381;;0452;Ts52;2725;Guyomerais;5;true;true
0221-A-3310-2091;;0221;221;2091;Lycée Sévigné;12;true;true
0403-B-2366-4367;;0403;Ts3;4374;Pont de l'Ise;13;true;true
0231-A-2365-3901;;0231;231;3912;Pont-Péan Mairie;7;true;true
0452-A-2771-4381;;0452;Ts52;2723;Molène;6;true;true
0221-B-2091-2114;;0221;221;3320;Pâtis du Moulinet;4;true;true
0404-A-3822-2367;;0404;Ts4;3801;Centre de Loisirs;2;true;true
0231-A-2366-4760;;0231;231;2367;Anita Conti;2;true;true
0452-A-2771-4381;;0452;Ts52;2733;Côteaux;8;true;true
0221-B-2091-2114;;0221;221;3315;Thorigné Mairie;7;true;true
0404-A-3822-2367;;0404;Ts4;2367;Anita Conti;8;true;true
0231-A-2366-4760;;0231;231;3912;Pont-Péan Mairie;6;true;true
0452-B-4381-2772;;0452;Ts52;2734;Côteaux;3;true;true
0221-B-2091-2114;;0221;221;3314;Anne de Bretagne;8;true;true
0404-B-2367-3823;;0404;Ts4;2366;Aire du 8 Mai;2;true;true
0231-A-2366-4760;;0231;231;3914;Mouton Blanc;8;true;true
0452-B-4381-2772;;0452;Ts52;2765;Lotissement du Moulin;7;true;true
0221-B-2091-2114;;0221;221;3309;Portail;12;true;true
0405-A-2366-3810;;0405;Ts5;2367;Anita Conti;2;true;true
0231-A-2367-3901;;0231;231;2365;Brossolette;3;true;true
0453-A-4381-4705;;0453;Ts53;3246;Collège Récipon;4;true;true
0221-B-2091-2114;;0221;221;2071;Calendrou;14;true;true
0405-A-2366-3810;;0405;Ts5;3220;Surcouf;5;true;true
0231-A-2367-3901;;0231;231;3910;Fontaine Blanche;5;true;true
0453-A-4381-4705;;0453;Ts53;3206;Frogerais;12;true;true
0221-B-2091-3309;;0221;221;3323;Curien;5;true;true
0405-A-2366-3810;;0405;Ts5;3206;Frogerais;11;true;true
0231-A-2367-3901;;0231;231;3915;Caliorne;10;true;true
0453-A-4381-4705;;0453;Ts53;4705;Laillé Eglise;22;true;true
0221-B-2091-3309;;0221;221;3305;Bocage;9;true;true
0405-A-2366-3810;;0405;Ts5;3811;Sept Fours;15;true;true
0231-A-2367-4760;;0231;231;3904;Chemin Vert;6;true;true
0454-A-4376-3246;;0454;Ts54;4375;Pont de l'Ise;3;true;true
0221-B-2091-3309;;0221;221;3309;Portail;12;true;true
0405-B-3811-2366;;0405;Ts5;3209;Surcouf;12;true;true
0231-A-2367-4760;;0231;231;4703;Orée du Bois;14;true;true
0454-A-4376-3246;;0454;Ts54;4382;Basses Noës;6;true;true
0222-A-4604-2401;;0222;222;4605;Fonderies;2;true;true
0406-A-2366-4715;;0406;Ts6;3219;Coteau;8;true;true
0231-A-2367-4760;;0231;231;4707;Châtaigneraie;16;true;true
0454-A-4376-3246;;0454;Ts54;4363;Alexandre Gilois;7;true;true
0222-A-4604-2401;;0222;222;2454;Renaudais;11;true;true
0406-A-2366-4715;;0406;Ts6;4748;Montheleu;12;true;true
0231-A-2367-4760-2366;;0231;231;3912;Pont-Péan Mairie;7;true;true
0454-A-4376-3246;;0454;Ts54;4381;Collège Saint-Paul;10;true;true
0222-A-4604-2401;;0222;222;2421;Omblais;13;true;true
0406-B-4704-2366;;0406;Ts6;3251;L'Hermitière Village;4;true;true
0231-A-2367-4760-2366;;0231;231;3915;Caliorne;10;true;true
0454-B-3246-4377;;0454;Ts54;3246;Collège Récipon;1;true;true
0222-B-2401-4603;;0222;222;2455;Renaudais;4;true;true
0406-B-4704-2366;;0406;Ts6;3238;Blés d'Or;6;true;true
0231-A-2367-4760-2366;;0231;231;4703;Orée du Bois;13;true;true
0455-B-4717-4764;;0455;Ts55;4725;La Corbinais;5;true;true
0223-A-2451-2841;;0223;223;2408;Marronniers;4;true;true
0406-B-4704-2366;;0406;Ts6;3213;Plardière;11;true;true
0231-B-3901-2367;;0231;231;2365;Brossolette;6;true;true
0457-A-4764-4758;;0457;Ts57;4710;Bout de Lande;3;true;true
0223-A-2451-2841;;0223;223;2827;Maison Blanche;7;true;true
0407-A-3836-2367;;0407;Ts7;4382;Basses Noës;2;true;true
0231-B-3901-2367;;0231;231;2367;Anita Conti;8;true;true
0457-A-4764-4758;;0457;Ts57;4715;Bossardière;6;true;true
0223-A-2451-2841;;0223;223;2841;Jean-Paul II;8;true;true
0407-A-3836-2367;;0407;Ts7;2366;Aire du 8 Mai;7;true;true
0231-B-3903-2367;;0231;231;3903;Mouton Blanc;1;true;true
0457-B-4759-4764;;0457;Ts57;4766;L'Oie;2;true;true
0223-A-4604-2841;;0223;223;4605;Fonderies;2;true;true
0407-B-2365-3837;;0407;Ts7;2365;Brossolette;1;true;true
0231-B-3903-2367;;0231;231;3913;Chemin Vert;2;true;true
0457-B-4759-4764;;0457;Ts57;4749;Montheleu;5;true;true
0223-A-4604-2841;;0223;223;2841;Jean-Paul II;8;true;true
0408-B-3869-2366;;0408;Ts8;3869;Mordelles Pâtis;1;true;true
0231-B-3903-2367;;0231;231;2367;Anita Conti;7;true;true
0457-B-4759-4764;;0457;Ts57;4764;Laillé Collège;9;true;true
0223-B-2804-2458;;0223;223;2829;Maison Blanche;2;true;true
0409-A-2367-4758;;0409;Ts9;4754;ZA Le Rachat;5;true;true
0231-B-4708-2367;;0231;231;3906;Rivaudière;11;true;true
0466-B-2534-3736;;0466;Ts66;2534;Collège Brassens;1;true;true
0223-B-2804-2458;;0223;223;2412;Betton Vallée;3;true;true
0409-B-4759-2367;;0409;Ts9;4766;L'Oie;2;true;true
0231-B-4708-2367;;0231;231;2367;Anita Conti;16;true;true
0466-B-2534-3736;;0466;Ts66;4318;Rue de Pacé;2;true;true
0223-B-2804-2458;;0223;223;2414;Housset;4;true;true
0409-B-4759-2367;;0409;Ts9;2367;Anita Conti;10;true;true
0232-A-2645-2603;;0232;232;2646;Vern Gare;2;true;true
0466-B-2534-3736;;0466;Ts66;4323;Verdais;4;true;true
0223-B-2804-2458;;0223;223;2434;J. Sébastien Bach;7;true;true
0410-A-2367-4706;;0410;Ts10;2366;Aire du 8 Mai;2;true;true
0233-A-3801-3246;;0233;233;3801;Centre de Loisirs;1;true;true
0466-B-2534-3736;;0466;Ts66;3736;Pierre Blanche;9;true;true
0223-B-2804-4603;;0223;223;4610;Chopinais;4;true;true
0410-A-2367-4706;;0410;Ts10;4708;Gingouillère;6;true;true
0233-A-3801-3246;;0233;233;3212;Levant;6;true;true
0466-B-2534-3736-2519;;0466;Ts66;2534;Collège Brassens;1;true;true
0223-B-2804-4603;;0223;223;4602;Fonderies;7;true;true
0411-A-2367-4722;;0411;Ts11;2365;Brossolette;3;true;true
0233-A-3801-3246;;0233;233;3246;Collège Récipon;7;true;true
0466-B-2534-3736-2519;;0466;Ts66;2519;Lycée Monod;2;true;true
0223-B-2804-4603-2416;;0223;223;2412;Betton Vallée;3;true;true
0411-B-4721-2367;;0411;Ts11;2367;Anita Conti;8;true;true
0233-B-3246-3801;;0233;233;3246;Collège Récipon;1;true;true
0466-B-2534-3736-2519;;0466;Ts66;4318;Rue de Pacé;3;true;true
0223-B-2804-4603-2416;;0223;223;2416;Haye Renaud Gare;6;true;true
0412-A-2367-4740;;0412;Ts12;2367;Anita Conti;1;true;true
0233-B-3246-3801;;0233;233;3833;Bourgbarré Mairie;5;true;true
0466-B-2534-3736-2519;;0466;Ts66;4312;Lemordant;4;true;true
0223-B-2804-4603-2416;;0223;223;2434;J. Sébastien Bach;7;true;true
0412-A-2367-4740;;0412;Ts12;4705;Laillé Eglise;6;true;true
0233-B-4381-3801;;0233;233;3801;Centre de Loisirs;6;true;true
0466-B-2534-3736-2519;;0466;Ts66;4259;Cherterie;8;true;true
0223-B-2804-4603-2416;;0223;223;4610;Chopinais;10;true;true
0412-B-2371-2367;;0412;Ts12;4740;Le Nid;4;true;true
0234-A-2841-3141;;0234;234;3115;Pacé Cimetière;3;true;true
0467-A-3728-2534;;0467;Ts67;3702;La Houdinais;4;true;true
0224-A-2841-4074;;0224;224;3509;Métrie;2;true;true
0412-B-2371-2367;;0412;Ts12;2365;Brossolette;5;true;true
0234-A-2841-3141;;0234;234;3141;Pont Amelin;6;true;true
0467-A-3728-2534;;0467;Ts67;3708;Vigne;6;true;true
0224-A-2841-4074;;0224;224;3511;Courtines;4;true;true
0413-A-2922-2366;;0413;Ts13;2924;Argoat;3;true;true
0011-B-3751-1208;;0011;11;1477;Gares;18;true;true
0236-A-3162-3617;;0236;236;3613;La Noë;10;true;true
0467-B-2534-3728;;0467;Ts67;4319;ESAT La Hautière;3;true;true
0224-A-2841-4074;;0224;224;4057;Sénestrais;9;true;true
0413-A-2922-2366;;0413;Ts13;2930;Constant Mérel;5;true;true
0011-B-3751-1746;;0011;11;3752;Trois Marches;2;true;true
0236-A-3162-4453;;0236;236;3141;Pont Amelin;4;true;true
0467-B-2534-3728;;0467;Ts67;4325;Rue de Montfort;4;true;true
0224-A-2841-4074;;0224;224;4074;Besneraie;13;true;true
0413-A-2922-2366;;0413;Ts13;2367;Anita Conti;6;true;true
0011-B-3751-1746;;0011;11;3769;Marais;3;true;true
0236-A-3162-4453;;0236;236;3612;Placis de la Touche;9;true;true
0467-B-2534-3728;;0467;Ts67;3728;Haute Fresnais;13;true;true
0224-B-4073-2841;;0224;224;3502;Pierre Texier;8;true;true
0413-A-2922-2366;;0413;Ts13;2366;Aire du 8 Mai;7;true;true
0011-B-3751-1746;;0011;11;1230;Jardin Moderne;5;true;true
0236-A-3162-4453;;0236;236;3613;La Noë;10;true;true
0470-A-4851-4851;;0470;RPI-1;4851;Chapelle-Chaussée;1;true;true
0225-B-3125-2841;;0225;225;2841;Jean-Paul II;6;true;true
0420-A-3423-2603;;0420;Ts20;3423;Le Gobigné;1;true;true
0011-B-3751-1746;;0011;11;1508;Berthault;6;true;true
0236-A-3162-4453;;0236;236;3615;Parthenay Mairie;12;true;true
0470-B-4805-4805;;0470;RPI-1;4805;Bécherel Ecole;1;true;true
0226-A-4055-3162;;0226;226;4056;Sénestrais;2;true;true
0420-A-3423-2603;;0420;Ts20;3424;Epron;2;true;true
0011-B-3751-1746;;0011;11;1234;Roazhon Park;8;true;true
0236-A-3162-4453;;0236;236;3616;La Renardière;13;true;true
0471-A-6012-6021;;0471;Ts71;4901;Langan Bourg;4;true;true
0226-A-4055-3162;;0226;226;3504;Courtines;5;true;true
0420-A-3423-2603;;0420;Ts20;3418;La Tertronais;3;true;true
0011-B-3751-1746;;0011;11;1239;Chèques Postaux;13;true;true
0236-A-3162-4453-3617;;0236;236;3141;Pont Amelin;4;true;true
0475-A-4850-2841;;0475;Ts75;4856;La Croisade;2;true;true
0226-A-4073-3162;;0226;226;4053;Métairie;2;true;true
0420-A-3423-2603;;0420;Ts20;3425;L'Ourmais;4;true;true
0011-B-3751-1746;;0011;11;1242;République;16;true;true
0236-B-3617-3162;;0236;236;3107;Renan;11;true;true
0475-A-4850-2841;;0475;Ts75;4507;Cheval Blanc;3;true;true
0226-A-4073-3162;;0226;226;3162;Centre scolaire Pacé;4;true;true
0420-B-2619-3425;;0420;Ts20;2619;La Poste;1;true;true
0011-B-3751-1746;;0011;11;1243;Croix Saint-Hélier;20;true;true
0236-B-4451-3162;;0236;236;3123;Chapitre;12;true;true
0475-A-4850-2841;;0475;Ts75;4508;Coualeuc;4;true;true
0226-A-4507-3162;;0226;226;3514;Fougerolle;12;true;true
0420-B-2619-3425;;0420;Ts20;3424;Epron;4;true;true
0011-B-3751-1746;;0011;11;1247;Pavie;24;true;true
0236-B-4451-3162;;0236;236;3142;Haute Rabine;13;true;true
0475-B-2834-4851;;0475;Ts75;4531;Cheval Blanc;6;true;true
0226-B-3162-4074;;0226;226;3511;Courtines;4;true;true
0422-A-3042-1213;;0422;Ts22;3042;La Planche;1;true;true
0011-B-3751-1746;;0011;11;2123;Buisson;26;true;true
0237-A-2502-4212;;0237;237;2534;Collège Brassens;2;true;true
0475-B-2834-4851;;0475;Ts75;4857;La Croisade;7;true;true
0226-B-3162-4074;;0226;226;3512;Montgermont Mairie;5;true;true
0422-A-3042-1213;;0422;Ts22;1325;Landry;3;true;true
0011-B-3751-1746;;0011;11;2034;Forum;30;true;true
0237-A-2502-4212;;0237;237;2523;Mahomat;3;true;true
0475-B-2834-4851;;0475;Ts75;4851;Chapelle-Chaussée;8;true;true
0226-B-3162-4074;;0226;226;4060;Métairie;12;true;true
0422-A-3042-1213;;0422;Ts22;1213;Croix Saint-Hélier;4;true;true
0011-B-3751-1746;;0011;11;1073;Ronceray;35;true;true
0237-A-2534-2530;;0237;237;2523;Mahomat;2;true;true
0482-A-2774-2942;;0482;Ts82;2774;Ise;1;true;true
0226-B-3162-4507;;0226;226;4060;Métairie;3;true;true
0422-B-1243-3042;;0422;Ts22;3009;Chantepie Mairie;3;true;true
0011-B-3751-1746;;0011;11;1074;Gohier;36;true;true
0237-A-2534-2530;;0237;237;2529;Moigné;3;true;true
0482-A-2774-2942;;0482;Ts82;2727;Pont;3;true;true
0226-B-3162-4507;;0226;226;4074;Besneraie;4;true;true
0432-A-4262-3881;;0432;Ts32;4305;Village;5;true;true
0012-A-1669-1747;;0012;12;1670;Normandie;3;true;true
0237-A-2534-4212;;0237;237;2530;Haut Plessis;5;true;true
0482-A-2774-2942;;0482;Ts82;2765;Lotissement du Moulin;4;true;true
0226-B-3162-4507;;0226;226;4503;Flume;5;true;true
0432-B-3881-4259;;0432;Ts32;4305;Village;6;true;true
0012-A-1669-1747;;0012;12;1672;Meynier;5;true;true
0237-B-4201-2502;;0237;237;2522;Mahomat;9;true;true
0482-A-2774-2942;;0482;Ts82;2754;Abords Launay;5;true;true
0227-A-3162-3732;;0227;227;3162;Centre scolaire Pacé;1;true;true
0432-B-3881-4259;;0432;Ts32;4304;L'Hermitage Centre;7;true;true
0012-A-1669-1747;;0012;12;1673;Parc Beauregard;6;true;true
0237-B-4201-2502;;0237;237;2502;Lycée Monod;11;true;true
0482-B-2942-2773;;0482;Ts82;2733;Côteaux;5;true;true
0227-A-3162-3732;;0227;227;3761;Tertre;2;true;true
0433-A-2526-3881;;0433;Ts33;2505;Bouleaux;7;true;true
0012-A-1669-1747;;0012;12;2864;Cerisaie;11;true;true
0238-A-2502-4270;;0238;238;4256;Piardière;6;true;true
0491-A-1569-3764;;0491;Ts91;3762;Vezin Centre;8;true;true
0227-A-3162-3732;;0227;227;3712;Pont aux Moines;10;true;true
0433-A-2526-3881;;0433;Ts33;2538;Gaston Bardet;8;true;true
0012-A-1669-1747;;0012;12;1721;Gares;26;true;true
0238-A-2502-4270;;0238;238;4270;Ville aux Archers;9;true;true
0804-A-1001-2704;;0804;TTZ;1684;Turmel;6;true;true
0227-A-3162-3732;;0227;227;3723;Maison Neuve;13;true;true
0433-A-2526-3881;;0433;Ts33;2507;Barberais;9;true;true
0012-A-1669-1747;;0012;12;1123;Ginguené;28;true;true
0238-A-2534-4270;;0238;238;4255;Grippière;5;true;true
0804-A-1001-2704;;0804;TTZ;1514;Moulin de Joué;7;true;true
0227-A-3162-3763;;0227;227;3162;Centre scolaire Pacé;1;true;true
0433-B-3881-2529;;0433;Ts33;3881;Collège St-Yves;1;true;true
0012-A-1669-1747-1356;;0012;12;1672;Meynier;5;true;true
0238-B-4267-2502;;0238;238;4264;Place de la Mairie;2;true;true
0804-A-1001-2704;;0804;TTZ;1700;François Château;8;true;true
0227-B-3732-3162;;0227;227;3715;Clos des Cerisiers;3;true;true
0433-B-3881-2529;;0433;Ts33;3854;Mordelles Lilas;2;true;true
0012-A-1669-1747-1356;;0012;12;1331;Square de la Rance;20;true;true
0238-B-4267-2502;;0238;238;4301;Hautière;6;true;true
0804-A-1001-2704;;0804;TTZ;1164;Pont de Châteaudun;11;true;true
0227-B-3732-3162;;0227;227;3707;Pont aux Moines;5;true;true
0434-A-4324-3881;;0434;Ts34;4324;Rue de Montfort;1;true;true
0012-A-1669-1747-1356;;0012;12;1335;Ormeaux;31;true;true
0238-B-4267-2502;;0238;238;2502;Lycée Monod;9;true;true
0804-A-1001-2704;;0804;TTZ;1344;Galicie;19;true;true
0227-B-3732-3162;;0227;227;3754;Haie de Terre;8;true;true
0434-A-4324-3881;;0434;Ts34;3881;Collège St-Yves;7;true;true
0012-B-1747-1669;;0012;12;1747;La Poterie;1;true;true
0238-B-4267-2502-4322;;0238;238;4305;Village;9;true;true
0804-A-1001-2704;;0804;TTZ;2262;Vallon;28;true;true
0227-B-3732-3162;;0227;227;3755;Vallée;9;true;true
0435-A-3880-4406;;0435;Ts35;3880;Morvan Lebesque;1;true;true
0012-B-1747-1669;;0012;12;1358;Pologne;3;true;true
0238-B-4267-2502-4322;;0238;238;4306;Clairefontaine;10;true;true
0804-A-1001-2704;;0804;TTZ;2704;Janais;29;true;true
0227-B-3756-3162;;0227;227;3162;Centre scolaire Pacé;5;true;true
0435-A-3880-4406;;0435;Ts35;4408;Le Verger Eglise;4;true;true
0012-B-1747-1669;;0012;12;1370;Lenoir;22;true;true
0239-A-2502-3869;;0239;239;2502;Lycée Monod;1;true;true
0804-A-1192-2704;;0804;TTZ;1518;Bourbonnais;5;true;true
0228-A-4073-1578;;0228;228;3502;Pierre Texier;8;true;true
0435-B-4405-3881;;0435;Ts35;4401;Le Verger Eglise;3;true;true
0012-B-1747-1669;;0012;12;1099;Saint-Martin;23;true;true
0239-A-2502-3869;;0239;239;3860;Grande Fontaine;3;true;true
0804-A-1192-2704;;0804;TTZ;1388;Montand;10;true;true
0228-B-1640-4074;;0228;228;3513;Pierre Texier;6;true;true
0436-A-4662-3880;;0436;Ts36;4655;Saint-Roch;4;true;true
0012-B-1747-1669;;0012;12;1100;Cimetière Nord;24;true;true
0239-A-2502-3869;;0239;239;3862;Gretay;5;true;true
0804-A-1192-2704;;0804;TTZ;1383;Dargent;15;true;true
0228-B-1640-4074;;0228;228;3501;Fougerolle;7;true;true
0436-A-4662-3880;;0436;Ts36;3878;Ville Noublée;6;true;true
0012-B-1747-1669;;0012;12;1371;Lycée Mendès France;27;true;true
0240-A-3705-2502;;0240;240;2534;Collège Brassens;5;true;true
0804-A-1192-2704;;0804;TTZ;1401;Redon;18;true;true
0228-B-1640-4074;;0228;228;4057;Sénestrais;9;true;true
0436-B-3880-4655;;0436;Ts36;4660;Bintin;6;true;true
0012-B-1747-1669;;0012;12;1676;Dulac;31;true;true
0240-A-3732-2502;;0240;240;4306;Clairefontaine;4;true;true
0804-A-1192-2704;;0804;TTZ;2704;Janais;27;true;true
0229-A-2365-4212;;0229;229;4203;Alfred de Musset;6;true;true
0436-B-3880-4655;;0436;Ts36;4668;Les Bordes;7;true;true
0012-B-1747-1669;;0012;12;1679;Parc Beauregard;34;true;true
0240-A-3732-2502;;0240;240;2534;Collège Brassens;5;true;true
0804-A-1252-2704;;0804;TTZ;1378;Saint-Exupéry;13;true;true
0229-A-2367-3869;;0229;229;3865;Mordelles Eglise;11;true;true
0437-A-4267-3881;;0437;Ts37;4264;Place de la Mairie;2;true;true
0012-B-1747-1669;;0012;12;1682;Normandie;37;true;true
0240-A-3732-2502-3708;;0240;240;2534;Collège Brassens;10;true;true
0804-A-1252-2704;;0804;TTZ;1011;Jules Ferry;16;true;true
0229-A-2367-4212;;0229;229;2308;Croix Madame;3;true;true
0437-B-3880-4270;;0437;Ts37;4256;Piardière;3;true;true
0013-A-3016-2284-1440;;0013;13;3016;Cucé;1;true;true
0240-B-2502-3732-3708;;0240;240;3707;Pont aux Moines;5;true;true
0804-A-1252-2704;;0804;TTZ;1121;Charles de Gaulle;21;true;true
0229-B-4201-2365;;0229;229;4201;Croix Blanche;1;true;true
0437-B-3881-4270;;0437;Ts37;3881;Collège St-Yves;1;true;true
0013-A-3016-2284-1440;;0013;13;3023;EDEFS;2;true;true
0240-B-2502-3732-3708;;0240;240;3714;Saint-Gilles Centre;7;true;true
0804-B-2701-1534;;0804;TTZ;2701;Janais;1;true;true
0230-B-2366-3801;;0230;230;3259;Ormes Blanches;7;true;true
0437-B-3881-4270;;0437;Ts37;4256;Piardière;3;true;true
0013-A-3016-2284-1440;;0013;13;1346;Hôpital Sud;13;true;true
0240-B-2502-3732-3708;;0240;240;3723;Maison Neuve;9;true;true
0806-A-1235-3801;;0806;E4;1120;République;3;true;true
0230-B-2366-3801;;0230;230;3801;Centre de Loisirs;13;true;true
0438-A-4666-3880;;0438;Ts38;4666;Richeudais;1;true;true
0013-A-3016-2284-1440;;0013;13;1442;Binquenais;17;true;true
0240-B-2502-3732-3708;;0240;240;3732;Ile des Bois;10;true;true
0806-A-1235-3801;;0806;E4;1127;Frères Moine;10;true;true
0231-A-2365-3901;;0231;231;2366;Aire du 8 Mai;2;true;true
0438-B-3880-4657;;0438;Ts38;4670;Chêne Vert;4;true;true
0013-A-3016-2284-1440;;0013;13;1445;Clemenceau;19;true;true
0240-B-2534-3732;;0240;240;4304;L'Hermitage Centre;5;true;true
0806-A-1235-3801;;0806;E4;2717;Mail Lancé;16;true;true
0231-A-2365-3901;;0231;231;2367;Anita Conti;3;true;true
0441-A-4064-3162;;0441;Ts41;4051;Bersandières;3;true;true
0013-A-3016-2284-1440;;0013;13;1134;Canada;23;true;true
0240-B-2534-3732-3708;;0240;240;4307;Clairefontaine;3;true;true
0806-A-1235-3801;;0806;E4;2730;Croix de Pierre;18;true;true
0231-A-2365-3901;;0231;231;3909;Renaissance;4;true;true
0441-A-4064-3162;;0441;Ts41;4066;Quatre Vents;4;true;true
0013-A-3016-2284-1440;;0013;13;1451;Lycée Bréquigny;26;true;true
0240-B-2534-3732-3708;;0240;240;4308;Village;4;true;true
0806-A-1235-3801;;0806;E4;2731;Centre;19;true;true
0231-A-2365-3901;;0231;231;3911;Rivaudière;6;true;true
0441-B-3162-4068;;0441;Ts41;4051;Bersandières;7;true;true
0013-A-3016-2314;;0013;13;3037;Chantepie Eglise;5;true;true
0240-B-2534-3732-3708;;0240;240;3707;Pont aux Moines;6;true;true
0806-A-1235-3801;;0806;E4;4354;Paul Féval;26;true;true
0231-A-2366-4760;;0231;231;3909;Renaissance;3;true;true
0443-A-3162-3737;;0443;Ts43;3162;Centre scolaire Pacé;1;true;true
0013-A-3016-2314;;0013;13;1346;Hôpital Sud;12;true;true
0241-A-3880-4212;;0241;241;4209;Avenir;3;true;true
0806-A-1235-3801;;0806;E4;3249;Orgerblon;30;true;true
0231-A-2366-4760;;0231;231;3911;Rivaudière;5;true;true
0443-B-3701-3162;;0443;Ts43;3103;Docteur Léon;8;true;true
0013-A-3016-2314;;0013;13;1347;Torigné;13;true;true
0241-A-3880-4212;;0241;241;4203;Alfred de Musset;4;true;true
0806-A-1235-3801;;0806;E4;3216;Plardière;31;true;true
0231-A-2367-3901;;0231;231;2366;Aire du 8 Mai;2;true;true
0444-A-4507-3162;;0444;Ts44;4506;Beauvais;3;true;true
0013-A-3016-2314;;0013;13;1441;Triangle;14;true;true
0241-A-3880-4212;;0241;241;4211;Calvaire;5;true;true
0806-A-1235-3801;;0806;E4;3219;Coteau;35;true;true
0231-A-2367-3901;;0231;231;3909;Renaissance;4;true;true
0445-A-4520-3162;;0445;Ts45;4514;Brosse Allée;4;true;true
0013-A-3016-2314;;0013;13;1443;Binquenais Collège;15;true;true
0241-A-3880-4212;;0241;241;4212;Croix Blanche;6;true;true
0806-A-1235-4112;;0806;E4;2614;Val d'Orson;16;true;true
0231-A-2367-3901;;0231;231;3911;Rivaudière;6;true;true
0445-A-4520-3162;;0445;Ts45;4076;Montaigu;6;true;true
0013-A-3016-2314;;0013;13;1450;Coubertin;24;true;true
0241-A-3881-4212;;0241;241;3881;Collège St-Yves;1;true;true
0806-A-1235-4112;;0806;E4;2616;Haute Abbaye;18;true;true
0231-A-2367-4760;;0231;231;3909;Renaissance;2;true;true
0445-A-4520-3162;;0445;Ts45;4072;Forge Mallet;7;true;true
0013-A-3016-2314;;0013;13;2211;Maltière;31;true;true
0241-A-3881-4212-3880;;0241;241;4203;Alfred de Musset;5;true;true
0806-A-1235-4112;;0806;E4;3406;Eclosel;25;true;true
0231-A-2367-4760;;0231;231;3911;Rivaudière;4;true;true
0445-B-3162-4521;;0445;Ts45;3162;Centre scolaire Pacé;1;true;true
0013-A-3016-2314;;0013;13;2264;Jean Jaurès;32;true;true
0241-A-3881-4212-3880;;0241;241;4211;Calvaire;6;true;true
0806-A-1235-4112;;0806;E4;4551;Saint-Armel Eglise;30;true;true
0231-A-2367-4760;;0231;231;3914;Mouton Blanc;7;true;true
0445-B-3162-4521;;0445;Ts45;4521;Huchetais;8;true;true
0013-A-3016-2314;;0013;13;2243;Aire Libre;38;true;true
0241-B-4201-3881;;0241;241;4201;Croix Blanche;1;true;true
0806-A-1235-4112;;0806;E4;4555;Saint-Armel Gare;31;true;true
0231-A-2367-4760-2366;;0231;231;2365;Brossolette;3;true;true
0446-A-3162-3164;;0446;Ts46;3765;Haie de Terre;6;true;true
0013-A-3016-2314-1440;;0013;13;3016;Cucé;1;true;true
0241-B-4201-3881;;0241;241;3881;Collège St-Yves;7;true;true
0806-A-1235-4112;;0806;E4;4109;Corps-Nuds Mairie;36;true;true
0231-A-2367-4760-2366;;0231;231;3901;Bois Esnault;11;true;true
0446-B-3148-3162;;0446;Ts46;3754;Haie de Terre;4;true;true
0013-A-3016-2314-1440;;0013;13;1344;Galicie;11;true;true
0241-B-4204-3881;;0241;241;4205;Grippay;2;true;true
0806-A-1235-4112;;0806;E4;4110;Place de Kildare;37;true;true
0231-A-2367-4760-2366;;0231;231;4707;Châtaigneraie;15;true;true
0451-A-3826-4381;;0451;Ts51;3828;Pont du Gué;3;true;true
0013-A-3016-2314-1440;;0013;13;1440;Le Blosne;12;true;true
0241-B-4204-3881;;0241;241;3880;Morvan Lebesque;3;true;true
0806-A-1235-4112;;0806;E4;4112;Corps-Nuds Gare;39;true;true
0231-A-2367-4760-2366;;0231;231;4760;Gingouillère;16;true;true
